Andaman and Nicobar Islands (UT),Port Blair,Chakraborty Hospital,https://www.medindia.net/directories/hospitals/chakraborty-hospital-port-blair-andaman-and-nicobar-islands-59974.htm,N/A,N/A,N/A,N/A,N/A,N/A
Andaman and Nicobar Islands (UT),Port Blair,Chakraborty Hospital,https://www.medindia.net/directories/hospitals/chakraborty-hospital-port-blair-andaman-and-nicobar-islands-59974.htm,Address:
Andaman Nirman,
Port Blair - 744103
Andaman And Nicobar Islands,N/A,N/A,N/A,N/A,N/A
Andaman and Nicobar Islands (UT),Port Blair,Dr.Agarwal's Eye Hospital,https://www.medindia.net/directories/hospitals/dragarwals-eye-hospital-port-blair-andaman-and-nicobar-islands-49586.htm,Address:
No. 32/4 Rgt Road Rgt Road Near By Gandhi Park,
Port Blair - 744106
Andaman And Nicobar Islands,N/A,N/A,N/A,N/A,N/A
Andaman and Nicobar Islands (UT),Port Blair,Maricar Hospital,https://www.medindia.net/directories/hospitals/maricar-hospital-port-blair-andaman-and-nicobar-islands-2113.htm,Address:
Near Masjid, 3 Vijay Baugh Road, Junglighat,,
Port Blair - 744103
Andaman And Nicobar Islands,N/A,N/A,N/A,N/A,N/A
Andaman and Nicobar Islands (UT),Port Blair,Pillar Health Centre,https://www.medindia.net/directories/hospitals/pillar-health-centre-port-blair-andaman-and-nicobar-islands-27553.htm,Address:
Lamba Line, P.B. No. 526,
Opp. Airport,
Port Blair - 744103
Andaman And Nicobar Islands,N/A,N/A,N/A,N/A,N/A
Andaman and Nicobar Islands (UT),Port Blair,S.K.M. Dental Clinic Laser and Implant Centre,https://www.medindia.net/directories/hospitals/skm-dental-clinic-laser-and-implant-centre-port-blair-andaman-and-nicobar-islands-80244.htm,Address:
Aberdeen Bazar, Skm Mall, Subamangalas Jewellery 1st Floor, Port Blair Ho,
Opposite To Milan Hotel,
Port Blair - 744101
Andaman And Nicobar Islands,N/A,N/A,N/A,N/A,N/A
Andaman and Nicobar Islands (UT),Port Blair,Welcare Ayurvedic Hospital,https://www.medindia.net/directories/hospitals/welcare-ayurvedic-hospital-port-blair-andaman-and-nicobar-islands-18096.htm,Address:
Rgt Road Near Ghandi Park ,
Port Blair - 744104
Andaman And Nicobar Islands,N/A,N/A,N/A,N/A,N/A
Andaman and Nicobar Islands (UT),South Andaman,Chakraborty Multi Speciality Hospital,https://www.medindia.net/directories/hospitals/chakraborty-multi-speciality-hospital-south-andaman-andaman-and-nicobar-islands-83007.htm,Address:
Near Dollygunj Junction,
South Andaman - 744101
Andaman And Nicobar Islands,N/A,N/A,N/A,N/A,N/A
Andaman and Nicobar Islands (UT),South Andaman,Inhs Dhanvantri,https://www.medindia.net/directories/hospitals/inhs-dhanvantri-south-andaman-andaman-and-nicobar-islands-87867.htm,Address:
Medical Board Office,
South Andaman - 744101
Andaman And Nicobar Islands,N/A,N/A,N/A,N/A,N/A
