4016,Assam,Kamrup,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-kamrup-assam-92393.htm,Kamrup - 781012, Assam
4017,Assam,Kamrup,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-kamrup-assam-92395.htm,Kamrup - 781022, Assam
4018,Assam,Kamrup,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-kamrup-assam-92396.htm,Kamrup - 781036, Assam
4019,Assam,Kamrup,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-kamrup-assam-92449.htm,Kamrup - 782402, Assam
4020,Assam,Kamrup,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-kamrup-assam-92408.htm,Kamrup - 781012, Assam
4021,Assam,Kamrup,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-kamrup-assam-92409.htm,Kamrup - 781028, Assam
4022,Assam,Kamrup,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-kamrup-assam-92410.htm,Kamrup - 781040, Assam
4023,Assam,Kamrup,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-kamrup-assam-92458.htm,Kamrup - 781033, Assam
4024,Assam,Kamrup,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-kamrup-assam-92459.htm,Kamrup - 781122, Assam
4025,Assam,Kamrup,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-kamrup-assam-92474.htm,Kamrup - 781014, Assam
4026,Assam,Kamrup,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-kamrup-assam-92454.htm,Kamrup - 781038, Assam
4027,Assam,Kamrup,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-kamrup-assam-92404.htm,Kamrup - 781125, Assam
4028,Assam,Kamrup,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-kamrup-assam-92337.htm,Kamrup - 781127, Assam
4029,Assam,Kamrup,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-kamrup-assam-92339.htm,Kamrup - 781127, Assam
4030,Assam,Kamrup,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-kamrup-assam-92341.htm,Kamrup - 781104, Assam
4031,Assam,Kamrup,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-kamrup-assam-92370.htm,Kamrup - 781127, Assam
4032,Assam,Kamrup,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-kamrup-assam-85539.htm,Kamrup - 781122, Assam
4033,Assam,Kamrup,Sacred Home Hospital & Research Clinic,https://www.medindia.net/directories/hospitals/sacred-home-hospital-research-clinic-kamrup-assam-1250.htm,Kamrup - 781007, Assam
4034,Assam,Kamrup,Sanjevani Hospital,https://www.medindia.net/directories/hospitals/sanjevani-hospital-kamrup-assam-3635.htm,Kamrup - 781011, Assam
4035,Assam,Kamrup,Sanjevani Hospital,https://www.medindia.net/directories/hospitals/sanjevani-hospital-kamrup-assam-69610.htm,Kamrup - 781011, Assam
4036,Assam,Kamrup,Saraighat Hospitals Pvt Ltd,https://www.medindia.net/directories/hospitals/saraighat-hospitals-pvt-ltd-kamrup-assam-34127.htm,kamrup - 781018, Assam
4037,Assam,Kamrup,Sri Sankaradeva Nethralaya,https://www.medindia.net/directories/hospitals/sri-sankaradeva-nethralaya-kamrup-assam-7695.htm,Kamrup - 781001, Assam
4038,Assam,Kamrup,Swasti Hospital,https://www.medindia.net/directories/hospitals/swasti-hospital-kamrup-assam-82103.htm,Kamrup - 781354, Assam
4039,Assam,Kamrup,Tularam Bafna Civil Hospital,https://www.medindia.net/directories/hospitals/tularam-bafna-civil-hospital-kamrup-assam-31544.htm,Kamrup - 782403, Assam
4040,Assam,Kamrup,Urban Health Centre,https://www.medindia.net/directories/hospitals/urban-health-centre-kamrup-assam-92371.htm,Kamrup - 781008, Assam
4041,Assam,Kamrup,Urban Health Centre,https://www.medindia.net/directories/hospitals/urban-health-centre-kamrup-assam-92476.htm,Kamrup - 781019, Assam
4042,Assam,Kamrup,Urban Health Centre,https://www.medindia.net/directories/hospitals/urban-health-centre-kamrup-assam-92477.htm,Kamrup - 782402, Assam
4043,Assam,Kamrup,Urban primary Health Center,https://www.medindia.net/directories/hospitals/urban-primary-health-center-kamrup-assam-92467.htm,Kamrup - 781001, Assam
4044,Assam,Kamrup,Urban Primary Health Center,https://www.medindia.net/directories/hospitals/urban-primary-health-center-kamrup-assam-92397.htm,Kamrup - 781029, Assam
4045,Assam,Kamrup,Urban Primary Health Center,https://www.medindia.net/directories/hospitals/urban-primary-health-center-kamrup-assam-92394.htm,Kamrup - 781026, Assam
4046,Assam,Kamrup,Urban Primary Health Centre,https://www.medindia.net/directories/hospitals/urban-primary-health-centre-kamrup-assam-92391.htm,Kamrup - 781011, Assam
4047,Assam,Kamrup,Urban Primary Health Centre,https://www.medindia.net/directories/hospitals/urban-primary-health-centre-kamrup-assam-92466.htm,Kamrup - 781012, Assam
4048,Assam,Kamrup,Urban Primary Health Centre,https://www.medindia.net/directories/hospitals/urban-primary-health-centre-kamrup-assam-92456.htm,Kamrup - 781020, Assam
4049,Assam,Kamrup,Wintrobe Hospital,https://www.medindia.net/directories/hospitals/wintrobe-hospital-kamrup-assam-8129.htm,Kamrup - 781001, Assam
4050,Assam,Karbi Anglong,Catholic Health Center (Hospital) Diphu,https://www.medindia.net/directories/hospitals/catholic-health-center-hospital-diphu-karbi-anglong-assam-101635.htm,Karbi Anglong - 782460, Assam
4051,Assam,Karbi Anglong,Civil Hospital,https://www.medindia.net/directories/hospitals/civil-hospital-karbi-anglong-assam-92332.htm,Karbi Anglong - 782460, Assam
4052,Assam,Karbi Anglong,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-karbi-anglong-assam-92390.htm,Karbi Anglong - 782481, Assam
4053,Assam,Karbi Anglong,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-karbi-anglong-assam-92411.htm,Karbi Anglong - 782490, Assam
4054,Assam,Karbi Anglong,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-karbi-anglong-assam-92414.htm,Karbi Anglong - 782481, Assam
4055,Assam,Karbi Anglong,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-karbi-anglong-assam-92473.htm,Karbi Anglong - 782485, Assam
4056,Assam,Karbi Anglong,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-karbi-anglong-assam-92455.htm,Karbi Anglong - 782450, Assam
4057,Assam,Karimganj,Clinical Lab,https://www.medindia.net/directories/hospitals/clinical-lab-karimganj-assam-43167.htm,Karimganj - 788806, Assam
4058,Assam,Karimganj,Community Health Center,https://www.medindia.net/directories/hospitals/community-health-center-karimganj-assam-92416.htm,Karimganj - 788723, Assam
4059,Assam,Karimganj,Makunda Christian Hospital,https://www.medindia.net/directories/hospitals/makunda-christian-hospital-karimganj-assam-57092.htm,Karimganj - 788727, Assam
4060,Assam,Karimganj,Makunda Christian Leprosy and General Hospital,https://www.medindia.net/directories/hospitals/makunda-christian-leprosy-and-general-hospital-karimganj-assam-17477.htm,Karimganj - 788727, Assam
4061,Assam,Karimganj,Makunda Hospital,https://www.medindia.net/directories/hospitals/makunda-hospital-karimganj-assam-36579.htm,Karimganj - 788727, Assam
4062,Assam,Karimganj,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-karimganj-assam-92356.htm,Karimganj - 788735, Assam
4063,Assam,Karimganj,New Life Line Hospital and Research Centre,https://www.medindia.net/directories/hospitals/new-life-line-hospital-and-research-centre-karimganj-assam-94073.htm,Karimganj - 788711, Assam
4064,Assam,Karimganj,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-karimganj-assam-92483.htm,Karimganj - 788806, Assam
4065,Assam,Karimganj,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-karimganj-assam-92353.htm,Karimganj - 788723, Assam
4066,Assam,Karimganj,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-karimganj-assam-92355.htm,Karimganj - 788166, Assam
4067,Assam,Karimganj,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-karimganj-assam-92453.htm,Karimganj - 788719, Assam
4068,Assam,Karimganj,Urban Hospital,https://www.medindia.net/directories/hospitals/urban-hospital-karimganj-assam-92415.htm,Karimganj - 788710, Assam
4069,Assam,Kokrajhar,Balajan Block Primary Health Centre (PHC),https://www.medindia.net/directories/hospitals/balajan-block-primary-health-centre-phc-kokrajhar-assam-93365.htm,Kokrajhar - 783370, Assam
4070,Assam,Kokrajhar,Civil Hospital,https://www.medindia.net/directories/hospitals/civil-hospital-kokrajhar-assam-92417.htm,Kokrajhar - 783370, Assam
4071,Assam,Kokrajhar,Community Health Center,https://www.medindia.net/directories/hospitals/community-health-center-kokrajhar-assam-92420.htm,Kokrajhar - 783370, Assam
4072,Assam,Kokrajhar,Dotma Community Health Centre (CHC),https://www.medindia.net/directories/hospitals/dotma-community-health-centre-chc-kokrajhar-assam-89631.htm,Kokrajhar - 783347, Assam
4073,Assam,Kokrajhar,M.R.M. Memorial Hospital,https://www.medindia.net/directories/hospitals/mrm-memorial-hospital-kokrajhar-assam-91469.htm,Kokrajhar - 783370, Assam
4074,Assam,Kokrajhar,Megacare Multispeciality Hospitals Private Limited,https://www.medindia.net/directories/hospitals/megacare-multispeciality-hospitals-private-limited-kokrajhar-assam-63020.htm,Kokrajhar - 783370, Assam
4075,Assam,Kokrajhar,Megacare Multispeciality Hospitals Pvt Ltd,https://www.medindia.net/directories/hospitals/megacare-multispeciality-hospitals-pvt-ltd-kokrajhar-assam-4418.htm,Kokrajhar - 783370, Assam
4076,Assam,Kokrajhar,Megacare Multispeciality Hospitals Pvt. Ltd.,https://www.medindia.net/directories/hospitals/megacare-multispeciality-hospitals-pvt-ltd-kokrajhar-assam-93523.htm,Kokrajhar - 783370, Assam
4077,Assam,Kokrajhar,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-kokrajhar-assam-92421.htm,Kokrajhar - 783372, Assam
4078,Assam,Kokrajhar,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-kokrajhar-assam-92470.htm,Kokrajhar - 783360, Assam
4079,Assam,Kokrajhar,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-kokrajhar-assam-92419.htm,Kokrajhar - 783360, Assam
4080,Assam,Kokrajhar,R N B Civil Hospital,https://www.medindia.net/directories/hospitals/r-n-b-civil-hospital-kokrajhar-assam-89838.htm,Kokrajhar - 783360, Assam
4081,Assam,Kokrajhar,R.N.B. Civil Hospital,https://www.medindia.net/directories/hospitals/rnb-civil-hospital-kokrajhar-assam-85629.htm,Kokrajhar - 783360, Assam
4082,Assam,Lakhimpur,Bihpuria Community Health Centre (CHC),https://www.medindia.net/directories/hospitals/bihpuria-community-health-centre-chc-lakhimpur-assam-103378.htm,Lakhimpur - 784161, Assam
4083,Assam,Lakhimpur,Bongalmora Community Health Centre (CHC),https://www.medindia.net/directories/hospitals/bongalmora-community-health-centre-chc-lakhimpur-assam-93082.htm,Lakhimpur - 787054, Assam
4084,Assam,Lakhimpur,Chitransh Dental Clinic And Diagnostic Center,https://www.medindia.net/directories/hospitals/chitransh-dental-clinic-and-diagnostic-center-lakhimpur-assam-32887.htm,Lakhimpur - 262701, Assam
4085,Assam,Lakhimpur,Dalpur Community Health Centre (CHC),https://www.medindia.net/directories/hospitals/dalpur-community-health-centre-chc-lakhimpur-assam-1720.htm,Lakhimpur - 787001, Assam
4086,Assam,Lakhimpur,Dhakuakhona Community Health Centre (CHC),https://www.medindia.net/directories/hospitals/dhakuakhona-community-health-centre-chc-lakhimpur-assam-1828.htm,Lakhimpur - 787055, Assam
4087,Assam,Lakhimpur,Dr Das Hospital,https://www.medindia.net/directories/hospitals/dr-das-hospital-lakhimpur-assam-29224.htm,Lakhimpur - 787001, Assam
4088,Assam,Lakhimpur,Happy Nursing Home,https://www.medindia.net/directories/hospitals/happy-nursing-home-lakhimpur-assam-101944.htm,Lakhimpur - 787001, Assam
4089,Assam,Lakhimpur,Lakhimpur Medical College and Hospital,https://www.medindia.net/directories/hospitals/lakhimpur-medical-college-and-hospital-lakhimpur-assam-90093.htm,Lakhimpur - 787051, Assam
4090,Assam,Lakhimpur,Mid Town Hospital & Research Institute,https://www.medindia.net/directories/hospitals/mid-town-hospital-research-institute-lakhimpur-assam-3168.htm,Lakhimpur - 787001, Assam
4091,Assam,Lakhimpur,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-lakhimpur-assam-92423.htm,Lakhimpur - 787032, Assam
4092,Assam,Lakhimpur,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-lakhimpur-assam-92333.htm,Lakhimpur - 787054, Assam
4093,Assam,Lakhimpur,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-lakhimpur-assam-92422.htm,Lakhimpur - 787031, Assam
4094,Assam,Lakhimpur,Royal Treat Hospital,https://www.medindia.net/directories/hospitals/royal-treat-hospital-lakhimpur-assam-93995.htm,Lakhimpur - 787001, Assam
4095,Assam,Lakhimpur,Saumerpith Nursing Home Private Limited,https://www.medindia.net/directories/hospitals/saumerpith-nursing-home-private-limited-lakhimpur-assam-34393.htm,Lakhimpur - 787001, Assam
4096,Assam,Lumding,Pioneer Hospital,https://www.medindia.net/directories/hospitals/pioneer-hospital-lumding-assam-73509.htm,Lumding - 782447, Assam
4097,Assam,Mangaldoi,Chakraborty Physiotherapy Clinic,https://www.medindia.net/directories/hospitals/chakraborty-physiotherapy-clinic-mangaldoi-assam-58450.htm,Mangaldoi - 784115, Assam
4098,Assam,Mangaldoi,Mangaldoi Poly Clinic,https://www.medindia.net/directories/hospitals/mangaldoi-poly-clinic-mangaldoi-assam-51376.htm,Mangaldoi - 784125, Assam
4099,Assam,Medhikuchi,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-medhikuchi-assam-92340.htm,Medhikuchi - 781325, Assam
4100,Assam,Moranhat,Moran Dental Clinic,https://www.medindia.net/directories/hospitals/moran-dental-clinic-moranhat-assam-44185.htm,Moranhat - 785670, Assam
4101,Assam,Moranhat,Moran Medical Centre,https://www.medindia.net/directories/hospitals/moran-medical-centre-moranhat-assam-2334.htm,Moranhat - 785670, Assam
4102,Assam,Morigaon,Awhaq Hospital Moirabari,https://www.medindia.net/directories/hospitals/awhaq-hospital-moirabari-morigaon-assam-82198.htm,Morigaon - 782126, Assam
4103,Assam,Morigaon,Community Health Center,https://www.medindia.net/directories/hospitals/community-health-center-morigaon-assam-92426.htm,Morigaon - 782106, Assam
4104,Assam,Morigaon,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-morigaon-assam-92373.htm,Morigaon - 782126, Assam
4105,Assam,Morigaon,GB Clinical Laboratory,https://www.medindia.net/directories/hospitals/gb-clinical-laboratory-morigaon-assam-43725.htm,Morigaon - 782413, Assam
4106,Assam,Morigaon,Haibargaon Nursing Home,https://www.medindia.net/directories/hospitals/haibargaon-nursing-home-morigaon-assam-101687.htm,Morigaon - 782001, Assam
4107,Assam,Morigaon,Haji Abdul Majid Memorial Hospital and Research Centre,https://www.medindia.net/directories/hospitals/haji-abdul-majid-memorial-hospital-and-research-centre-morigaon-assam-101715.htm,Morigaon - 782001, Assam
4108,Assam,Morigaon,Kapili Hospital And Research Centre,https://www.medindia.net/directories/hospitals/kapili-hospital-and-research-centre-morigaon-assam-1131.htm,Morigaon - 782001, Assam
4109,Assam,Morigaon,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-morigaon-assam-92429.htm,Morigaon - 782411, Assam
4110,Assam,Morigaon,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-morigaon-assam-92427.htm,Morigaon - 782412, Assam
4111,Assam,Morigaon,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-morigaon-assam-85541.htm,Morigaon - 782411, Assam
4112,Assam,Morigaon,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-morigaon-assam-92369.htm,Morigaon - 782127, Assam
4113,Assam,Nagaon,Akash Health Clinic,https://www.medindia.net/directories/hospitals/akash-health-clinic-nagaon-assam-43661.htm,Nagaon - 782136, Assam
4114,Assam,Nagaon,Awhaq Hospital,https://www.medindia.net/directories/hospitals/awhaq-hospital-nagaon-assam-82202.htm,Nagaon - 782123, Assam
4115,Assam,Nagaon,Chandrakant Hospital,https://www.medindia.net/directories/hospitals/chandrakant-hospital-nagaon-assam-16953.htm,Nagaon - 470001, Assam
4116,Assam,Nagaon,Community Health Center,https://www.medindia.net/directories/hospitals/community-health-center-nagaon-assam-92431.htm,Nagaon - 782102, Assam
4117,Assam,Nagaon,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-nagaon-assam-92352.htm,Nagaon - 782413, Assam
4118,Assam,Nagaon,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-nagaon-assam-92385.htm,Nagaon - 782440, Assam
4119,Assam,Nagaon,DIPLIP BEAUTY CLINIC,https://www.medindia.net/directories/hospitals/diplip-beauty-clinic-nagaon-assam-25511.htm,Nagaon - 782001, Assam
4120,Assam,Nagaon,G.D.Hospital,https://www.medindia.net/directories/hospitals/gdhospital-nagaon-assam-13666.htm,Nagaon - 782002, Assam
4121,Assam,Nagaon,Government Hospial,https://www.medindia.net/directories/hospitals/government-hospial-nagaon-assam-92384.htm,Nagaon - 782428, Assam
4122,Assam,Nagaon,Health Care Hospital and Research Center,https://www.medindia.net/directories/hospitals/health-care-hospital-and-research-center-nagaon-assam-44959.htm,Nagaon - 782001, Assam
4123,Assam,Nagaon,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-nagaon-assam-92386.htm,Nagaon - 782428, Assam
4124,Assam,Nagaon,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-nagaon-assam-92372.htm,Nagaon - 782144, Assam
4125,Assam,Nagaon,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-nagaon-assam-92443.htm,Nagaon - 782139, Assam
4126,Assam,Nagaon,P K B Nursing Home Pvt Ltd,https://www.medindia.net/directories/hospitals/p-k-b-nursing-home-pvt-ltd-nagaon-assam-27720.htm,Nagaon - 782002, Assam
4127,Assam,Nagaon,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-nagaon-assam-92430.htm,Nagaon - 782142, Assam
4128,Assam,Nagaon,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-nagaon-assam-92450.htm,Nagaon - 782142, Assam
4129,Assam,Nagaon,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-nagaon-assam-92452.htm,Nagaon - 782137, Assam
4130,Assam,Nagaon,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-nagaon-assam-92432.htm,Nagaon - 782125, Assam
4131,Assam,Nagaon,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-nagaon-assam-92433.htm,Nagaon - 782446, Assam
4132,Assam,Nagaon,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-nagaon-assam-92434.htm,Nagaon - 782122, Assam
4133,Assam,Nagaon,Primary Health Center,https://www.medindia.net/directories/hospitals/primary-health-center-nagaon-assam-92442.htm,Nagaon - 782143, Assam
4134,Assam,Nagaon,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-nagaon-assam-92461.htm,Nagaon - 782123, Assam
4135,Assam,Nagaon,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-nagaon-assam-92328.htm,Nagaon - 782103, Assam
4136,Assam,Nagaon,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-nagaon-assam-92413.htm,Nagaon - 782427, Assam
4137,Assam,Nagaon,Sumeru Dental Clinic,https://www.medindia.net/directories/hospitals/sumeru-dental-clinic-nagaon-assam-30054.htm,Nagaon - 782001, Assam
4138,Assam,Nalbari,Community Health Center,https://www.medindia.net/directories/hospitals/community-health-center-nalbari-assam-92487.htm,Nalbari - 781371, Assam
4139,Assam,Nalbari,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-nalbari-assam-92323.htm,Nalbari - 781306, Assam
4140,Assam,Nalbari,Community Health Centre,https://www.medindia.net/directories/hospitals/community-health-centre-nalbari-assam-92327.htm,Nalbari - 781304, Assam
4141,Assam,Nalbari,Dr N M B Baruah Nursing Home,https://www.medindia.net/directories/hospitals/dr-n-m-b-baruah-nursing-home-nalbari-assam-94342.htm,Nalbari - 781335, Assam
4142,Assam,Nalbari,Government Hospital,https://www.medindia.net/directories/hospitals/government-hospital-nalbari-assam-92331.htm,Nalbari - 781310, Assam
4143,Assam,Nalbari,Medicare Centre,https://www.medindia.net/directories/hospitals/medicare-centre-nalbari-assam-94353.htm,Nalbari - 781335, Assam
4144,Assam,Nalbari,Nalbari Eye Hospital,https://www.medindia.net/directories/hospitals/nalbari-eye-hospital-nalbari-assam-94333.htm,Nalbari - 781335, Assam
4145,Assam,Nalbari,Nalbari Maternity Hospital,https://www.medindia.net/directories/hospitals/nalbari-maternity-hospital-nalbari-assam-94327.htm,Nalbari - 781335, Assam
4146,Assam,Nalbari,Pragati Nursing Home,https://www.medindia.net/directories/hospitals/pragati-nursing-home-nalbari-assam-94382.htm,Nalbari - 781335, Assam
4147,Assam,Nalbari,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-nalbari-assam-92435.htm,Nalbari - 781334, Assam
4148,Assam,Nalbari,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-nalbari-assam-92305.htm,Nalbari - 781375, Assam
4149,Assam,Nalbari,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-nalbari-assam-92315.htm,Nalbari - 781348, Assam
4150,Assam,Nalbari,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-nalbari-assam-92322.htm,Nalbari - 781378, Assam
4151,Assam,Nalbari,Sabitri Medicals,https://www.medindia.net/directories/hospitals/sabitri-medicals-nalbari-assam-100709.htm,Nalbari - 781335, Assam
4152,Assam,Nalbari,Sushrusa Hospital,https://www.medindia.net/directories/hospitals/sushrusa-hospital-nalbari-assam-89521.htm,Nalbari - 781337, Assam
4153,Assam,Nalbari,United Hospital & Research Centre PVT LTD,https://www.medindia.net/directories/hospitals/united-hospital-research-centre-pvt-ltd-nalbari-assam-94313.htm,Nalbari - 781335, Assam
4154,Assam,Nalbari,United Hospital Nalbari,https://www.medindia.net/directories/hospitals/united-hospital-nalbari-nalbari-assam-23869.htm,Nalbari - 781335, Assam
4155,Assam,North Lakhimpur,D.M. Hospital,https://www.medindia.net/directories/hospitals/dm-hospital-north-lakhimpur-assam-100740.htm,North Lakhimpur - 787001, Assam
4156,Assam,North Lakhimpur,Midtown Hospital & Research Institute,https://www.medindia.net/directories/hospitals/midtown-hospital-research-institute-north-lakhimpur-assam-4224.htm,north Lakhimpur - 787001, assam
4157,Assam,Odalguri,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-odalguri-assam-92374.htm,Odalguri - 784510, Assam
4158,Assam,Patacharkuchi,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-patacharkuchi-assam-92324.htm,Patacharkuchi - 781326, Assam
4159,Assam,Sarthebari,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-sarthebari-assam-92338.htm,Sarthebari - 781326, Assam
4160,Assam,Sarupeta,Mini Primary Health Centre,https://www.medindia.net/directories/hospitals/mini-primary-health-centre-sarupeta-assam-92321.htm,Sarupeta - 781318, Assam
4161,Assam,Saudarvitha,Primary Health Centre,https://www.medindia.net/directories/hospitals/primary-health-centre-saudarvitha-assam-92320.htm,Saudarvitha - 781329, Assam
4162,Assam,Silchar,Cachar Cancer Hospital and Research Centre,https://www.medindia.net/directories/hospitals/cachar-cancer-hospital-and-research-centre-silchar-assam-81389.htm,Silchar - 788015, Assam
4163,Assam,Silchar,Cancer Hospital,https://www.medindia.net/directories/hospitals/cancer-hospital-silchar-assam-81349.htm,Silchar - 788015, Assam
4164,Assam,Silchar,Chandrama Homeo Clinic,https://www.medindia.net/directories/hospitals/chandrama-homeo-clinic-silchar-assam-66476.htm,Silchar - 788008, Assam
4165,Assam,Silchar,Civil Hospital,https://www.medindia.net/directories/hospitals/civil-hospital-silchar-assam-60138.htm,Silchar - 788004, Assam
4166,Assam,Silchar,Emmanuel Rural Hospital,https://www.medindia.net/directories/hospitals/emmanuel-rural-hospital-silchar-assam-37517.htm,Silchar - 788098, Assam
4167,Assam,Silchar,K C Clinic and Nursing Home,https://www.medindia.net/directories/hospitals/k-c-clinic-and-nursing-home-silchar-assam-89736.htm,Silchar - 788001, Assam
4168,Assam,Silchar,Maa Tara Homoeo Clinic,https://www.medindia.net/directories/hospitals/maa-tara-homoeo-clinic-silchar-assam-26268.htm,Silchar - 788001, Assam
