1,Andaman and Nicobar Islands (UT),Port Blair,Chakraborty Hospital,https://www.medindia.net/directories/hospitals/chakraborty-hospital-port-blair-andaman-and-nicobar-islands-59974.htm,Port Blair - 744103,  Andaman and Nicobar Islands
2,Andaman and Nicobar Islands (UT),Port Blair,Dr.Agarwal's Eye Hospital,https://www.medindia.net/directories/hospitals/dragarwals-eye-hospital-port-blair-andaman-and-nicobar-islands-49586.htm,Port Blair - 744106, Andaman and Nicobar Islands
